"st_fips","state","estimate","moe","year","child_age","child_parent"
6,"California",85857,5185,2011,"05","Single Parent (Mom)"
6,"California",574766,16519,2011,"06-11","Single Parent (Mom)"
6,"California",682422,19951,2011,"12-17","Single Parent (Mom)"
6,"California",846492,14309,2013,"00-02","Married Couple"
6,"California",619352,13085,2013,"03-04","Married Couple"
6,"California",303662,8019,2013,"05","Married Couple"
6,"California",1876832,20415,2013,"06-11","Married Couple"
6,"California",1876963,21217,2013,"12-17","Married Couple"
6,"California",104745,6428,2013,"00-02","Single Parent (Dad)"
6,"California",75680,5763,2013,"03-04","Single Parent (Dad)"
6,"California",32989,3237,2013,"05","Single Parent (Dad)"
6,"California",209440,10262,2013,"06-11","Single Parent (Dad)"
6,"California",203818,9422,2013,"12-17","Single Parent (Dad)"
6,"California",220037,8830,2013,"00-02","Single Parent (Mom)"
6,"California",177924,9216,2013,"03-04","Single Parent (Mom)"
6,"California",97282,5707,2013,"05","Single Parent (Mom)"
6,"California",588258,13432,2013,"06-11","Single Parent (Mom)"
6,"California",652969,16042,2013,"12-17","Single Parent (Mom)"
6,"California",870323,15095,2015,"00-02","Married Couple"
6,"California",621536,12793,2015,"03-04","Married Couple"
6,"California",292784,7952,2015,"05","Married Couple"
6,"California",1900733,19312,2015,"06-11","Married Couple"
6,"California",1870131,19626,2015,"12-17","Married Couple"
6,"California",105172,6221,2015,"00-02","Single Parent (Dad)"
6,"California",72995,5186,2015,"03-04","Single Parent (Dad)"
6,"California",34276,3361,2015,"05","Single Parent (Dad)"
6,"California",206355,9140,2015,"06-11","Single Parent (Dad)"
6,"California",199803,9466,2015,"12-17","Single Parent (Dad)"
6,"California",212315,7381,2015,"00-02","Single Parent (Mom)"
6,"California",160186,7527,2015,"03-04","Single Parent (Mom)"
6,"California",79576,5023,2015,"05","Single Parent (Mom)"
6,"California",567465,14937,2015,"06-11","Single Parent (Mom)"
6,"California",608512,14088,2015,"12-17","Single Parent (Mom)"
6,"California",844046,13501,2017,"00-02","Married Couple"
6,"California",619637,11187,2017,"03-04","Married Couple"
6,"California",288065,8716,2017,"05","Married Couple"
6,"California",1892121,20815,2017,"06-11","Married Couple"
6,"California",1893070,21516,2017,"12-17","Married Couple"
6,"California",102157,6824,2017,"00-02","Single Parent (Dad)"
6,"California",73070,5750,2017,"03-04","Single Parent (Dad)"
6,"California",32649,3477,2017,"05","Single Parent (Dad)"
6,"California",208675,10058,2017,"06-11","Single Parent (Dad)"
6,"California",195764,7818,2017,"12-17","Single Parent (Dad)"
6,"California",200892,9468,2017,"00-02","Single Parent (Mom)"
6,"California",155112,7858,2017,"03-04","Single Parent (Mom)"
6,"California",76261,5034,2017,"05","Single Parent (Mom)"
6,"California",551106,14845,2017,"06-11","Single Parent (Mom)"
6,"California",583018,13661,2017,"12-17","Single Parent (Mom)"
6,"California",832127,15245,2019,"00-02","Married Couple"
6,"California",617793,12935,2019,"03-04","Married Couple"
6,"California",281082,9455,2019,"05","Married Couple"
6,"California",1839226,20691,2019,"06-11","Married Couple"
6,"California",1879417,20039,2019,"12-17","Married Couple"
6,"California",83432,6275,2019,"00-02","Single Parent (Dad)"
6,"California",62936,5246,2019,"03-04","Single Parent (Dad)"
6,"California",27554,2748,2019,"05","Single Parent (Dad)"
6,"California",201317,10131,2019,"06-11","Single Parent (Dad)"
6,"California",202889,10484,2019,"12-17","Single Parent (Dad)"
6,"California",180432,9794,2019,"00-02","Single Parent (Mom)"
6,"California",150581,8346,2019,"03-04","Single Parent (Mom)"
6,"California",72575,5268,2019,"05","Single Parent (Mom)"
6,"California",510033,17460,2019,"06-11","Single Parent (Mom)"
6,"California",602617,15347,2019,"12-17","Single Parent (Mom)"
6,"California",763592,16564,2021,"00-02","Married Couple"
6,"California",575579,14819,2021,"03-04","Married Couple"
6,"California",283413,8510,2021,"05","Married Couple"
6,"California",1777295,21925,2021,"06-11","Married Couple"
6,"California",1906586,21662,2021,"12-17","Married Couple"
6,"California",89926,7356,2021,"00-02","Single Parent (Dad)"
6,"California",56835,4566,2021,"03-04","Single Parent (Dad)"
6,"California",30748,3549,2021,"05","Single Parent (Dad)"
6,"California",203975,11056,2021,"06-11","Single Parent (Dad)"
6,"California",228243,11376,2021,"12-17","Single Parent (Dad)"
6,"California",167914,8565,2021,"00-02","Single Parent (Mom)"
6,"California",144791,7426,2021,"03-04","Single Parent (Mom)"
6,"California",72848,5725,2021,"05","Single Parent (Mom)"
6,"California",513824,14043,2021,"06-11","Single Parent (Mom)"
6,"California",620770,17976,2021,"12-17","Single Parent (Mom)"
6,"California",757047,12979,2023,"00-02","Married Couple"
6,"California",520039,13348,2023,"03-04","Married Couple"
6,"California",253397,8486,2023,"05","Married Couple"
6,"California",1703721,25016,2023,"06-11","Married Couple"
6,"California",1864535,22755,2023,"12-17","Married Couple"
6,"California",84094,6565,2023,"00-02","Single Parent (Dad)"
6,"California",51222,4956,2023,"03-04","Single Parent (Dad)"
6,"California",29469,3118,2023,"05","Single Parent (Dad)"
6,"California",193243,12223,2023,"06-11","Single Parent (Dad)"
6,"California",221581,11580,2023,"12-17","Single Parent (Dad)"
6,"California",162986,9712,2023,"00-02","Single Parent (Mom)"
6,"California",133201,7512,2023,"03-04","Single Parent (Mom)"
6,"California",67951,6195,2023,"05","Single Parent (Mom)"
6,"California",516247,18638,2023,"06-11","Single Parent (Mom)"
6,"California",627088,19873,2023,"12-17","Single Parent (Mom)"
8,"Colorado",126993,5945,2011,"00-02","Married Couple"
8,"Colorado",96012,4462,2011,"03-04","Married Couple"
8,"Colorado",46894,3479,2011,"05","Married Couple"
8,"Colorado",284408,8097,2011,"06-11","Married Couple"
8,"Colorado",267142,7594,2011,"12-17","Married Couple"
8,"Colorado",15085,2465,2011,"00-02","Single Parent (Dad)"
8,"Colorado",8166,1726,2011,"03-04","Single Parent (Dad)"
8,"Colorado",4599,1678,2011,"05","Single Parent (Dad)"
8,"Colorado",27701,4071,2011,"06-11","Single Parent (Dad)"
8,"Colorado",23901,2762,2011,"12-17","Single Parent (Dad)"
8,"Colorado",28132,3200,2011,"00-02","Single Parent (Mom)"
8,"Colorado",24446,2946,2011,"03-04","Single Parent (Mom)"
8,"Colorado",10917,1772,2011,"05","Single Parent (Mom)"
8,"Colorado",73815,5601,2011,"06-11","Single Parent (Mom)"
8,"Colorado",72574,5692,2011,"12-17","Single Parent (Mom)"
8,"Colorado",134485,4909,2013,"00-02","Married Couple"
8,"Colorado",91209,4373,2013,"03-04","Married Couple"
8,"Colorado",47567,3639,2013,"05","Married Couple"
8,"Colorado",280914,7851,2013,"06-11","Married Couple"
8,"Colorado",263124,7096,2013,"12-17","Married Couple"
8,"Colorado",11062,1882,2013,"00-02","Single Parent (Dad)"
8,"Colorado",8290,2150,2013,"03-04","Single Parent (Dad)"
8,"Colorado",4759,1485,2013,"05","Single Parent (Dad)"
8,"Colorado",24509,3255,2013,"06-11","Single Parent (Dad)"
8,"Colorado",26451,3151,2013,"12-17","Single Parent (Dad)"
8,"Colorado",28331,3237,2013,"00-02","Single Parent (Mom)"
8,"Colorado",21452,2637,2013,"03-04","Single Parent (Mom)"
8,"Colorado",11717,2118,2013,"05","Single Parent (Mom)"
8,"Colorado",81629,4756,2013,"06-11","Single Parent (Mom)"
8,"Colorado",85257,5573,2013,"12-17","Single Parent (Mom)"
8,"Colorado",137929,4908,2015,"00-02","Married Couple"
8,"Colorado",93569,3836,2015,"03-04","Married Couple"
8,"Colorado",47469,3010,2015,"05","Married Couple"
8,"Colorado",295243,6756,2015,"06-11","Married Couple"
8,"Colorado",277572,7974,2015,"12-17","Married Couple"
8,"Colorado",10512,2032,2015,"00-02","Single Parent (Dad)"
8,"Colorado",6538,1603,2015,"03-04","Single Parent (Dad)"
8,"Colorado",4377,1121,2015,"05","Single Parent (Dad)"
8,"Colorado",27013,2932,2015,"06-11","Single Parent (Dad)"
8,"Colorado",29488,2988,2015,"12-17","Single Parent (Dad)"
8,"Colorado",27391,2922,2015,"00-02","Single Parent (Mom)"
8,"Colorado",19759,2562,2015,"03-04","Single Parent (Mom)"
8,"Colorado",10425,1768,2015,"05","Single Parent (Mom)"
8,"Colorado",71278,4865,2015,"06-11","Single Parent (Mom)"
8,"Colorado",73536,5104,2015,"12-17","Single Parent (Mom)"
8,"Colorado",141128,4961,2017,"00-02","Married Couple"
8,"Colorado",95024,3966,2017,"03-04","Married Couple"
8,"Colorado",45182,3039,2017,"05","Married Couple"
8,"Colorado",292694,7888,2017,"06-11","Married Couple"
8,"Colorado",276995,8211,2017,"12-17","Married Couple"
8,"Colorado",12293,2110,2017,"00-02","Single Parent (Dad)"
8,"Colorado",7412,2077,2017,"03-04","Single Parent (Dad)"
8,"Colorado",6309,1579,2017,"05","Single Parent (Dad)"
8,"Colorado",26027,3005,2017,"06-11","Single Parent (Dad)"
8,"Colorado",33215,3648,2017,"12-17","Single Parent (Dad)"
8,"Colorado",21528,3018,2017,"00-02","Single Parent (Mom)"
8,"Colorado",17544,2522,2017,"03-04","Single Parent (Mom)"
8,"Colorado",9365,1813,2017,"05","Single Parent (Mom)"
8,"Colorado",65132,4917,2017,"06-11","Single Parent (Mom)"
8,"Colorado",80122,5793,2017,"12-17","Single Parent (Mom)"
8,"Colorado",134061,5519,2019,"00-02","Married Couple"
8,"Colorado",101139,4068,2019,"03-04","Married Couple"
8,"Colorado",50015,4117,2019,"05","Married Couple"
8,"Colorado",287239,8461,2019,"06-11","Married Couple"
8,"Colorado",291651,8858,2019,"12-17","Married Couple"
8,"Colorado",8887,2028,2019,"00-02","Single Parent (Dad)"
8,"Colorado",6229,1318,2019,"03-04","Single Parent (Dad)"
8,"Colorado",4001,1164,2019,"05","Single Parent (Dad)"
8,"Colorado",27286,3244,2019,"06-11","Single Parent (Dad)"
8,"Colorado",28451,3462,2019,"12-17","Single Parent (Dad)"
8,"Colorado",21308,3073,2019,"00-02","Single Parent (Mom)"
8,"Colorado",15201,2547,2019,"03-04","Single Parent (Mom)"
8,"Colorado",7823,1941,2019,"05","Single Parent (Mom)"
8,"Colorado",59983,5578,2019,"06-11","Single Parent (Mom)"
8,"Colorado",75441,6067,2019,"12-17","Single Parent (Mom)"
8,"Colorado",127614,5055,2021,"00-02","Married Couple"
8,"Colorado",92766,5212,2021,"03-04","Married Couple"
8,"Colorado",42682,3255,2021,"05","Married Couple"
8,"Colorado",288928,8432,2021,"06-11","Married Couple"
8,"Colorado",290173,8766,2021,"12-17","Married Couple"
8,"Colorado",10532,2057,2021,"00-02","Single Parent (Dad)"
8,"Colorado",4723,1202,2021,"03-04","Single Parent (Dad)"
8,"Colorado",2529,1092,2021,"05","Single Parent (Dad)"
8,"Colorado",27629,4060,2021,"06-11","Single Parent (Dad)"
8,"Colorado",32969,3570,2021,"12-17","Single Parent (Dad)"
8,"Colorado",19990,3114,2021,"00-02","Single Parent (Mom)"
8,"Colorado",16541,2524,2021,"03-04","Single Parent (Mom)"
8,"Colorado",8219,1987,2021,"05","Single Parent (Mom)"
8,"Colorado",72498,5600,2021,"06-11","Single Parent (Mom)"
8,"Colorado",83045,6548,2021,"12-17","Single Parent (Mom)"
8,"Colorado",122740,6052,2023,"00-02","Married Couple"
8,"Colorado",85760,4892,2023,"03-04","Married Couple"
8,"Colorado",44589,3872,2023,"05","Married Couple"
8,"Colorado",268611,8300,2023,"06-11","Married Couple"
8,"Colorado",288695,7903,2023,"12-17","Married Couple"
8,"Colorado",12448,2817,2023,"00-02","Single Parent (Dad)"
8,"Colorado",8685,2463,2023,"03-04","Single Parent (Dad)"
8,"Colorado",3305,1338,2023,"05","Single Parent (Dad)"
8,"Colorado",25890,3875,2023,"06-11","Single Parent (Dad)"
8,"Colorado",30060,3592,2023,"12-17","Single Parent (Dad)"
8,"Colorado",21307,3615,2023,"00-02","Single Parent (Mom)"
8,"Colorado",17271,3429,2023,"03-04","Single Parent (Mom)"
8,"Colorado",8191,2842,2023,"05","Single Parent (Mom)"
8,"Colorado",62374,5334,2023,"06-11","Single Parent (Mom)"
8,"Colorado",82924,6819,2023,"12-17","Single Parent (Mom)"
9,"Connecticut",68292,3559,2011,"00-02","Married Couple"
9,"Connecticut",55572,2873,2011,"03-04","Married Couple"
9,"Connecticut",26165,2347,2011,"05","Married Couple"
9,"Connecticut",186184,5658,2011,"06-11","Married Couple"
9,"Connecticut",189855,6074,2011,"12-17","Married Couple"
9,"Connecticut",5756,1514,2011,"00-02","Single Parent (Dad)"
9,"Connecticut",3299,1025,2011,"03-04","Single Parent (Dad)"
9,"Connecticut",1920,680,2011,"05","Single Parent (Dad)"
9,"Connecticut",11946,2062,2011,"06-11","Single Parent (Dad)"
9,"Connecticut",14365,2343,2011,"12-17","Single Parent (Dad)"
9,"Connecticut",21872,2774,2011,"00-02","Single Parent (Mom)"
9,"Connecticut",19434,2602,2011,"03-04","Single Parent (Mom)"
9,"Connecticut",8474,1516,2011,"05","Single Parent (Mom)"
9,"Connecticut",57891,4035,2011,"06-11","Single Parent (Mom)"
9,"Connecticut",68662,3761,2011,"12-17","Single Parent (Mom)"
9,"Connecticut",70475,3982,2013,"00-02","Married Couple"
9,"Connecticut",52085,3396,2013,"03-04","Married Couple"
9,"Connecticut",26806,2358,2013,"05","Married Couple"
9,"Connecticut",174436,5673,2013,"06-11","Married Couple"
9,"Connecticut",175779,6131,2013,"12-17","Married Couple"
9,"Connecticut",4965,1346,2013,"00-02","Single Parent (Dad)"
9,"Connecticut",3819,1213,2013,"03-04","Single Parent (Dad)"
9,"Connecticut",1985,766,2013,"05","Single Parent (Dad)"
9,"Connecticut",11563,2013,2013,"06-11","Single Parent (Dad)"
9,"Connecticut",15974,2330,2013,"12-17","Single Parent (Dad)"
9,"Connecticut",19779,2639,2013,"00-02","Single Parent (Mom)"
9,"Connecticut",17949,2256,2013,"03-04","Single Parent (Mom)"
9,"Connecticut",9656,1638,2013,"05","Single Parent (Mom)"
9,"Connecticut",60848,4103,2013,"06-11","Single Parent (Mom)"
9,"Connecticut",65963,5387,2013,"12-17","Single Parent (Mom)"
9,"Connecticut",71132,3438,2015,"00-02","Married Couple"
9,"Connecticut",49914,2874,2015,"03-04","Married Couple"
9,"Connecticut",25355,2435,2015,"05","Married Couple"
9,"Connecticut",168474,5983,2015,"06-11","Married Couple"
9,"Connecticut",175146,5534,2015,"12-17","Married Couple"
9,"Connecticut",7060,1927,2015,"00-02","Single Parent (Dad)"
9,"Connecticut",3463,1103,2015,"03-04","Single Parent (Dad)"
9,"Connecticut",1407,685,2015,"05","Single Parent (Dad)"
9,"Connecticut",11829,1981,2015,"06-11","Single Parent (Dad)"
9,"Connecticut",15701,2650,2015,"12-17","Single Parent (Dad)"
9,"Connecticut",17456,2255,2015,"00-02","Single Parent (Mom)"
9,"Connecticut",15768,2519,2015,"03-04","Single Parent (Mom)"
9,"Connecticut",9197,1864,2015,"05","Single Parent (Mom)"
9,"Connecticut",58918,4009,2015,"06-11","Single Parent (Mom)"
9,"Connecticut",62976,4139,2015,"12-17","Single Parent (Mom)"
9,"Connecticut",69935,3778,2017,"00-02","Married Couple"
9,"Connecticut",47879,2903,2017,"03-04","Married Couple"
9,"Connecticut",23136,2390,2017,"05","Married Couple"
9,"Connecticut",153648,5034,2017,"06-11","Married Couple"
9,"Connecticut",173037,5582,2017,"12-17","Married Couple"
9,"Connecticut",7335,1822,2017,"00-02","Single Parent (Dad)"
9,"Connecticut",3600,1103,2017,"03-04","Single Parent (Dad)"
9,"Connecticut",1366,600,2017,"05","Single Parent (Dad)"
9,"Connecticut",13907,2744,2017,"06-11","Single Parent (Dad)"
9,"Connecticut",17058,2789,2017,"12-17","Single Parent (Dad)"
9,"Connecticut",17752,2398,2017,"00-02","Single Parent (Mom)"
9,"Connecticut",15126,2110,2017,"03-04","Single Parent (Mom)"
9,"Connecticut",4981,1323,2017,"05","Single Parent (Mom)"
9,"Connecticut",56504,4007,2017,"06-11","Single Parent (Mom)"
9,"Connecticut",64721,4968,2017,"12-17","Single Parent (Mom)"
9,"Connecticut",67495,4409,2019,"00-02","Married Couple"
9,"Connecticut",50774,3506,2019,"03-04","Married Couple"
9,"Connecticut",23881,2309,2019,"05","Married Couple"
9,"Connecticut",147644,5786,2019,"06-11","Married Couple"
9,"Connecticut",165952,5639,2019,"12-17","Married Couple"
9,"Connecticut",6643,1942,2019,"00-02","Single Parent (Dad)"
9,"Connecticut",3826,1469,2019,"03-04","Single Parent (Dad)"
9,"Connecticut",1953,760,2019,"05","Single Parent (Dad)"
9,"Connecticut",17036,3272,2019,"06-11","Single Parent (Dad)"
9,"Connecticut",16583,2916,2019,"12-17","Single Parent (Dad)"
9,"Connecticut",16616,2143,2019,"00-02","Single Parent (Mom)"
9,"Connecticut",13743,2729,2019,"03-04","Single Parent (Mom)"
9,"Connecticut",7418,2018,2019,"05","Single Parent (Mom)"
9,"Connecticut",52432,4939,2019,"06-11","Single Parent (Mom)"
9,"Connecticut",59378,5572,2019,"12-17","Single Parent (Mom)"
9,"Connecticut",67275,3706,2021,"00-02","Married Couple"
9,"Connecticut",48138,2977,2021,"03-04","Married Couple"
9,"Connecticut",24799,2616,2021,"05","Married Couple"
9,"Connecticut",154894,5851,2021,"06-11","Married Couple"
9,"Connecticut",160720,6398,2021,"12-17","Married Couple"
9,"Connecticut",6467,1770,2021,"00-02","Single Parent (Dad)"
9,"Connecticut",4576,1465,2021,"03-04","Single Parent (Dad)"
9,"Connecticut",2154,1029,2021,"05","Single Parent (Dad)"
9,"Connecticut",15325,2875,2021,"06-11","Single Parent (Dad)"
9,"Connecticut",16433,2615,2021,"12-17","Single Parent (Dad)"
9,"Connecticut",17098,2749,2021,"00-02","Single Parent (Mom)"
9,"Connecticut",14852,2448,2021,"03-04","Single Parent (Mom)"
9,"Connecticut",7530,1530,2021,"05","Single Parent (Mom)"
9,"Connecticut",51107,4441,2021,"06-11","Single Parent (Mom)"
9,"Connecticut",65715,5750,2021,"12-17","Single Parent (Mom)"
9,"Connecticut",69621,4208,2023,"00-02","Married Couple"
9,"Connecticut",46492,3537,2023,"03-04","Married Couple"
9,"Connecticut",22224,2541,2023,"05","Married Couple"
9,"Connecticut",152400,6970,2023,"06-11","Married Couple"
9,"Connecticut",158281,6248,2023,"12-17","Married Couple"
9,"Connecticut",6400,1950,2023,"00-02","Single Parent (Dad)"
9,"Connecticut",2813,958,2023,"03-04","Single Parent (Dad)"
9,"Connecticut",3018,1151,2023,"05","Single Parent (Dad)"
9,"Connecticut",14063,3137,2023,"06-11","Single Parent (Dad)"
9,"Connecticut",19636,2904,2023,"12-17","Single Parent (Dad)"
9,"Connecticut",20083,3077,2023,"00-02","Single Parent (Mom)"
9,"Connecticut",15079,2979,2023,"03-04","Single Parent (Mom)"
9,"Connecticut",8083,1676,2023,"05","Single Parent (Mom)"
9,"Connecticut",47968,5265,2023,"06-11","Single Parent (Mom)"
9,"Connecticut",69821,6449,2023,"12-17","Single Parent (Mom)"
10,"Delaware",15656,1904,2011,"00-02","Married Couple"
10,"Delaware",11792,1588,2011,"03-04","Married Couple"
10,"Delaware",6558,1168,2011,"05","Married Couple"
10,"Delaware",38410,3384,2011,"06-11","Married Couple"
10,"Delaware",37882,3401,2011,"12-17","Married Couple"
10,"Delaware",2646,1081,2011,"00-02","Single Parent (Dad)"
10,"Delaware",1723,819,2011,"03-04","Single Parent (Dad)"
10,"Delaware",721,452,2011,"05","Single Parent (Dad)"
10,"Delaware",5458,1694,2011,"06-11","Single Parent (Dad)"
10,"Delaware",4779,1636,2011,"12-17","Single Parent (Dad)"
10,"Delaware",6029,1155,2011,"00-02","Single Parent (Mom)"
10,"Delaware",6319,1470,2011,"03-04","Single Parent (Mom)"
10,"Delaware",2242,861,2011,"05","Single Parent (Mom)"
10,"Delaware",16594,2552,2011,"06-11","Single Parent (Mom)"
10,"Delaware",15986,2600,2011,"12-17","Single Parent (Mom)"
10,"Delaware",18358,1992,2013,"00-02","Married Couple"
10,"Delaware",12310,1629,2013,"03-04","Married Couple"
10,"Delaware",7003,1586,2013,"05","Married Couple"
10,"Delaware",36556,2617,2013,"06-11","Married Couple"
10,"Delaware",38582,3062,2013,"12-17","Married Couple"
10,"Delaware",2367,838,2013,"00-02","Single Parent (Dad)"
10,"Delaware",2450,1140,2013,"03-04","Single Parent (Dad)"
10,"Delaware",608,351,2013,"05","Single Parent (Dad)"
10,"Delaware",4884,1497,2013,"06-11","Single Parent (Dad)"
10,"Delaware",3695,1187,2013,"12-17","Single Parent (Dad)"
10,"Delaware",7318,1286,2013,"00-02","Single Parent (Mom)"
10,"Delaware",4392,1232,2013,"03-04","Single Parent (Mom)"
10,"Delaware",3495,1151,2013,"05","Single Parent (Mom)"
10,"Delaware",15773,2369,2013,"06-11","Single Parent (Mom)"
10,"Delaware",16068,2098,2013,"12-17","Single Parent (Mom)"
10,"Delaware",19049,1873,2015,"00-02","Married Couple"
10,"Delaware",13784,1752,2015,"03-04","Married Couple"
10,"Delaware",5476,1015,2015,"05","Married Couple"
10,"Delaware",35289,3076,2015,"06-11","Married Couple"
10,"Delaware",40414,3241,2015,"12-17","Married Couple"
10,"Delaware",1856,1062,2015,"00-02","Single Parent (Dad)"
10,"Delaware",1348,726,2015,"03-04","Single Parent (Dad)"
10,"Delaware",692,408,2015,"05","Single Parent (Dad)"
10,"Delaware",3703,1189,2015,"06-11","Single Parent (Dad)"
10,"Delaware",4536,1325,2015,"12-17","Single Parent (Dad)"
10,"Delaware",5788,1419,2015,"00-02","Single Parent (Mom)"
